question_type,question,prefix,prompt,ground_truth,top_4_tokens,model_answer,image_url
counting,How many lamps are there?,Answer:,Answer with one word: How many lamps are there? How many lamps are there? Answer:,2,"[""There"", ""Yes"", ""How"", ""More""]",There,http://images.cocodataset.org/train2014/COCO_train2014_000000524386.jpg
counting,How many lamps are in the room?,Answer:,Answer with one word: How many lamps are in the room? How many lamps are in the room? Answer:,2,"[""There"", ""Yes"", ""How"", ""More""]",There,http://images.cocodataset.org/train2014/COCO_train2014_000000524386.jpg
counting,How many pictures on the wall?,Answer:,Answer with one word: How many pictures on the wall? How many pictures on the wall? Answer:,4,"[""There"", ""Yes"", ""How"", ""Many""]",There,http://images.cocodataset.org/train2014/COCO_train2014_000000524386.jpg
counting,How many TVs are on?,Answer:,Answer with one word: How many TVs are on? How many TVs are on? Answer:,1,"[""Yes"", ""There"", ""One"", ""More""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524386.jpg
counting,How many pictures are on the wall?,Answer:,Answer with one word: How many pictures are on the wall? How many pictures are on the wall? Answer:,4,"[""There"", ""Yes"", ""How"", ""Three""]",There,http://images.cocodataset.org/train2014/COCO_train2014_000000524386.jpg
counting,How many men in the picture are wearing sunglasses?,Answer:,Answer with one word: How many men in the picture are wearing sunglasses? How many men in the picture are wearing sunglasses? Answer:,1,"[""Yes"", ""All"", ""More"", ""How""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131172.jpg
counting,How many people can be seen?,Answer:,Answer with one word: How many people can be seen? How many people can be seen? Answer:,2,"[""Many"", ""Yes"", ""More"", ""Several""]",Many,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg
counting,How many green lights are there?,Answer:,Answer with one word: How many green lights are there? How many green lights are there? Answer:,1,"[""There"", ""Yes"", ""Many"", ""How""]",There,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg
counting,How many lights does the plane have?,Answer:,Answer with one word: How many lights does the plane have? How many lights does the plane have? Answer:,5,"[""Many"", ""How"", ""There"", ""Two""]",Many,http://images.cocodataset.org/train2014/COCO_train2014_000000131174.jpg
counting,How many planes are in this photo?,Answer:,Answer with one word: How many planes are in this photo? How many planes are in this photo? Answer:,1,"[""There"", ""How"", ""Yes"", ""This""]",There,http://images.cocodataset.org/train2014/COCO_train2014_000000131174.jpg
counting,How many people are standing in this image?,Answer:,Answer with one word: How many people are standing in this image? How many people are standing in this image? Answer:,3,"[""Many"", ""More"", ""There"", ""Yes""]",Many,http://images.cocodataset.org/train2014/COCO_train2014_000000546151.jpg
counting,How many poles is the person holding?,Answer:,Answer with one word: How many poles is the person holding? How many poles is the person holding? Answer:,2,"[""How"", ""Yes"", ""Two"", ""Pol""]",How,http://images.cocodataset.org/train2014/COCO_train2014_000000021826.jpg
counting,How many bodies of water are in this scene?,Answer:,Answer with one word: How many bodies of water are in this scene? How many bodies of water are in this scene? Answer:,1,"[""There"", ""Yes"", ""More"", ""Many""]",There,http://images.cocodataset.org/train2014/COCO_train2014_000000000109.jpg
counting,How many light post is there?,Answer:,Answer with one word: How many light post is there? How many light post is there? Answer:,4,"[""There"", ""Many"", ""How"", ""Yes""]",There,http://images.cocodataset.org/train2014/COCO_train2014_000000000109.jpg
counting,How many people are in the picture?,Answer:,Answer with one word: How many people are in the picture? How many people are in the picture? Answer:,3,"[""There"", ""Two"", ""How"", ""Many""]",There,http://images.cocodataset.org/train2014/COCO_train2014_000000000113.jpg
counting,How many pigeons are there?,Answer:,Answer with one word: How many pigeons are there? How many pigeons are there? Answer:,6,"[""There"", ""How"", ""Many"", ""Yes""]",There,http://images.cocodataset.org/train2014/COCO_train2014_000000262260.jpg
counting,How many bells are there?,Answer:,Answer with one word: How many bells are there? How many bells are there? Answer:,1,"[""Many"", ""How"", ""There"", ""Yes""]",Many,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg
counting,How many clock faces does this building have?,Answer:,Answer with one word: How many clock faces does this building have? How many clock faces does this building have? Answer:,1,"[""How"", ""Two"", ""Yes"", ""One""]",How,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg
counting,How many flags are by the building's entrance?,Answer:,Answer with one word: How many flags are by the building's entrance? How many flags are by the building's entrance? Answer:,0,"[""There"", ""None"", ""Many"", ""How""]",There,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg
counting,How many windows are shown?,Answer:,Answer with one word: How many windows are shown? How many windows are shown? Answer:,5,"[""Many"", ""Yes"", ""There"", ""All""]",Many,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg
counting,How many windows are pictured?,Answer:,Answer with one word: How many windows are pictured? How many windows are pictured? Answer:,4,"[""Many"", ""Yes"", ""Several"", ""More""]",Many,http://images.cocodataset.org/train2014/COCO_train2014_000000131190.jpg
counting,How many sheep can you see?,Answer:,Answer with one word: How many sheep can you see? How many sheep can you see? Answer:,2,"[""There"", ""Yes"", ""How"", ""Two""]",There,http://images.cocodataset.org/train2014/COCO_train2014_000000131197.jpg
counting,How many people are there?,Answer:,Answer with one word: How many people are there? How many people are there? Answer:,1,"[""There"", ""Yes"", ""Many"", ""How""]",There,http://images.cocodataset.org/train2014/COCO_train2014_000000262273.jpg
counting,How many people are in the image?,Answer:,Answer with one word: How many people are in the image? How many people are in the image? Answer:,1,"[""There"", ""One"", ""Yes"", ""How""]",There,http://images.cocodataset.org/train2014/COCO_train2014_000000262273.jpg
counting,How many birds are there?,Answer:,Answer with one word: How many birds are there? How many birds are there? Answer:,3,"[""There"", ""How"", ""Yes"", ""Two""]",There,http://images.cocodataset.org/train2014/COCO_train2014_000000436929.jpg
counting,How many men are playing baseball?,Answer:,Answer with one word: How many men are playing baseball? How many men are playing baseball? Answer:,5,"[""Many"", ""How"", ""Lot"", ""More""]",Many,http://images.cocodataset.org/train2014/COCO_train2014_000000284012.jpg
counting,How many pots are hanging under the shelf?,Answer:,Answer with one word: How many pots are hanging under the shelf? How many pots are hanging under the shelf? Answer:,2,"[""Many"", ""Yes"", ""Several"", ""There""]",Many,http://images.cocodataset.org/train2014/COCO_train2014_000000000138.jpg
counting,How many zebras are there?,Answer:,Answer with one word: How many zebras are there? How many zebras are there? Answer:,13,"[""There"", ""Many"", ""How"", ""Yes""]",There,http://images.cocodataset.org/train2014/COCO_train2014_000000262285.jpg
counting,How many zebras can you see eating?,Answer:,Answer with one word: How many zebras can you see eating? How many zebras can you see eating? Answer:,3,"[""How"", ""All"", ""Yes"", ""Many""]",How,http://images.cocodataset.org/train2014/COCO_train2014_000000000154.jpg
counting,How many kinds of animals are in this photo?,Answer:,Answer with one word: How many kinds of animals are in this photo? How many kinds of animals are in this photo? Answer:,1,"[""There"", ""Many"", ""How"", ""More""]",There,http://images.cocodataset.org/train2014/COCO_train2014_000000000154.jpg
counting,How many different types of animals are in this scene?,Answer:,Answer with one word: How many different types of animals are in this scene? How many different types of animals are in this scene? Answer:,1,"[""There"", ""More"", ""Yes"", ""Many""]",There,http://images.cocodataset.org/train2014/COCO_train2014_000000000154.jpg
counting,How many animals are there?,Answer:,Answer with one word: How many animals are there? How many animals are there? Answer:,3,"[""There"", ""How"", ""Yes"", ""Many""]",There,http://images.cocodataset.org/train2014/COCO_train2014_000000000154.jpg
counting,How many arrows can be seen?,Answer:,Answer with one word: How many arrows can be seen? How many arrows can be seen? Answer:,1,"[""Yes"", ""Many"", ""There"", ""More""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393242.jpg
counting,How many stripes are at the bottom of the picture?,Answer:,Answer with one word: How many stripes are at the bottom of the picture? How many stripes are at the bottom of the picture? Answer:,5,"[""Many"", ""There"", ""How"", ""Yes""]",Many,http://images.cocodataset.org/train2014/COCO_train2014_000000393242.jpg
counting,How many potted plants do you see?,Answer:,Answer with one word: How many potted plants do you see? How many potted plants do you see? Answer:,3,"[""There"", ""Yes"", ""Many"", ""How""]",There,http://images.cocodataset.org/train2014/COCO_train2014_000000415089.jpg
counting,How many chairs are there?,Answer:,Answer with one word: How many chairs are there? How many chairs are there? Answer:,1,"[""There"", ""How"", ""Yes"", ""More""]",There,http://images.cocodataset.org/train2014/COCO_train2014_000000415089.jpg
counting,How many kids in this photo?,Answer:,Answer with one word: How many kids in this photo? How many kids in this photo? Answer:,3,"[""Many"", ""Yes"", ""More"", ""There""]",Many,http://images.cocodataset.org/train2014/COCO_train2014_000000393384.jpg
counting,How many animals?,Answer:,Answer with one word: How many animals? How many animals? Answer:,5,"[""How"", ""Many"", ""There"", ""Yes""]",How,http://images.cocodataset.org/train2014/COCO_train2014_000000393386.jpg
counting,How many laptops are on the coffee table?,Answer:,Answer with one word: How many laptops are on the coffee table? How many laptops are on the coffee table? Answer:,3,"[""There"", ""How"", ""Yes"", ""Three""]",There,http://images.cocodataset.org/train2014/COCO_train2014_000000137918.jpg
counting,How many people are in the picture?,Answer:,Answer with one word: How many people are in the picture? How many people are in the picture? Answer:,50,"[""Many"", ""Lot"", ""More"", ""Several""]",Many,http://images.cocodataset.org/train2014/COCO_train2014_000000438196.jpg
counting,How many knobs are there?,Answer:,Answer with one word: How many knobs are there? How many knobs are there? Answer:,4,"[""There"", ""Yes"", ""How"", ""Many""]",There,http://images.cocodataset.org/train2014/COCO_train2014_000000524471.jpg
counting,How many buses are there?,Answer:,Answer with one word: How many buses are there? How many buses are there? Answer:,1,"[""There"", ""Yes"", ""More"", ""Many""]",There,http://images.cocodataset.org/train2014/COCO_train2014_000000393403.jpg
counting,How many decks does this bus have?,Answer:,Answer with one word: How many decks does this bus have? How many decks does this bus have? Answer:,2,"[""Two"", ""Double"", ""How"", ""This""]",Two,http://images.cocodataset.org/train2014/COCO_train2014_000000393403.jpg
counting,How many windows?,Answer:,Answer with one word: How many windows? How many windows? Answer:,11,"[""Many"", ""How"", ""There"", ""Yes""]",Many,http://images.cocodataset.org/train2014/COCO_train2014_000000283700.jpg
counting,How many steps does it take to get to the top?,Answer:,Answer with one word: How many steps does it take to get to the top? How many steps does it take to get to the top? Answer:,2,"[""How"", ""Two"", ""Yes"", ""There""]",How,http://images.cocodataset.org/train2014/COCO_train2014_000000257513.jpg
counting,How many ski boards are in the picture?,Answer:,Answer with one word: How many ski boards are in the picture? How many ski boards are in the picture? Answer:,5,"[""There"", ""Yes"", ""How"", ""Many""]",There,http://images.cocodataset.org/train2014/COCO_train2014_000000000201.jpg
counting,How many blue stripes are on the babies shirt?,Answer:,Answer with one word: How many blue stripes are on the babies shirt? How many blue stripes are on the babies shirt? Answer:,many,"[""Many"", ""There"", ""How"", ""Yes""]",Many,http://images.cocodataset.org/train2014/COCO_train2014_000000131279.jpg
counting,How many babies are in this photo?,Answer:,Answer with one word: How many babies are in this photo? How many babies are in this photo? Answer:,2,"[""There"", ""Yes"", ""More"", ""How""]",There,http://images.cocodataset.org/train2014/COCO_train2014_000000131279.jpg
counting,How many balls are on the ground?,Answer:,Answer with one word: How many balls are on the ground? How many balls are on the ground? Answer:,6,"[""Many"", ""There"", ""How"", ""Several""]",Many,http://images.cocodataset.org/train2014/COCO_train2014_000000554301.jpg
counting,How many glasses are there?,Answer:,Answer with one word: How many glasses are there? How many glasses are there? Answer:,2,"[""There"", ""Many"", ""Yes"", ""How""]",There,http://images.cocodataset.org/train2014/COCO_train2014_000000262359.jpg
counting,How many horses are on the picture?,Answer:,Answer with one word: How many horses are on the picture? How many horses are on the picture? Answer:,3,"[""There"", ""Yes"", ""How"", ""Two""]",There,http://images.cocodataset.org/train2014/COCO_train2014_000000524508.jpg
counting,How many horses are in the picture?,Answer:,Answer with one word: How many horses are in the picture? How many horses are in the picture? Answer:,3,"[""There"", ""Two"", ""Yes"", ""Three""]",There,http://images.cocodataset.org/train2014/COCO_train2014_000000524508.jpg
counting,How many kids?,Answer:,Answer with one word: How many kids? How many kids? Answer:,1,"[""How"", ""Many"", ""There"", ""Yes""]",How,http://images.cocodataset.org/train2014/COCO_train2014_000000393438.jpg
counting,How many black umbrellas?,Answer:,Answer with one word: How many black umbrellas? How many black umbrellas? Answer:,3,"[""How"", ""Many"", ""Yes"", ""There""]",How,http://images.cocodataset.org/train2014/COCO_train2014_000000393442.jpg
counting,How many skis are on the ground?,Answer:,Answer with one word: How many skis are on the ground? How many skis are on the ground? Answer:,4,"[""Many"", ""There"", ""Several"", ""How""]",Many,http://images.cocodataset.org/train2014/COCO_train2014_000000131299.jpg
counting,How many water jugs are visible?,Answer:,Answer with one word: How many water jugs are visible? How many water jugs are visible? Answer:,2,"[""How"", ""Many"", ""Yes"", ""None""]",How,http://images.cocodataset.org/train2014/COCO_train2014_000000524522.jpg
counting,How many trains are there?,Answer:,Answer with one word: How many trains are there? How many trains are there? Answer:,3,"[""Many"", ""There"", ""Yes"", ""More""]",Many,http://images.cocodataset.org/train2014/COCO_train2014_000000524525.jpg
counting,How many kids are there?,Answer:,Answer with one word: How many kids are there? How many kids are there? Answer:,5,"[""There"", ""Many"", ""Yes"", ""How""]",There,http://images.cocodataset.org/train2014/COCO_train2014_000000393464.jpg
counting,How many rocks?,Answer:,Answer with one word: How many rocks? How many rocks? Answer:,2,"[""There"", ""How"", ""Many"", ""Yes""]",There,http://images.cocodataset.org/train2014/COCO_train2014_000000262393.jpg
counting,How many zebras are there?,Answer:,Answer with one word: How many zebras are there? How many zebras are there? Answer:,2,"[""There"", ""How"", ""Two"", ""Yes""]",There,http://images.cocodataset.org/train2014/COCO_train2014_000000262393.jpg
counting,How many floors do you think the highest building has?,Answer:,Answer with one word: How many floors do you think the highest building has? How many floors do you think the highest building has? Answer:,50,"[""How"", ""Yes"", ""More"", ""Many""]",How,http://images.cocodataset.org/train2014/COCO_train2014_000000000250.jpg
counting,How many people are surfing?,Answer:,Answer with one word: How many people are surfing? How many people are surfing? Answer:,1,"[""One"", ""Yes"", ""How"", ""Many""]",One,http://images.cocodataset.org/train2014/COCO_train2014_000000131339.jpg
counting,How many kids are wearing black and white?,Answer:,Answer with one word: How many kids are wearing black and white? How many kids are wearing black and white? Answer:,5,"[""All"", ""Many"", ""How"", ""Several""]",All,http://images.cocodataset.org/train2014/COCO_train2014_000000524557.jpg
counting,How many men are wearing hats?,Answer:,Answer with one word: How many men are wearing hats? How many men are wearing hats? Answer:,0,"[""None"", ""How"", ""Not"", ""Yes""]",None,http://images.cocodataset.org/train2014/COCO_train2014_000000131342.jpg
counting,How many holes are on the phone case?,Answer:,Answer with one word: How many holes are on the phone case? How many holes are on the phone case? Answer:,1,"[""Many"", ""How"", ""There"", ""More""]",Many,http://images.cocodataset.org/train2014/COCO_train2014_000000393489.jpg
counting,How many phones do you see?,Answer:,Answer with one word: How many phones do you see? How many phones do you see? Answer:,1,"[""Yes"", ""Many"", ""More"", ""There""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393489.jpg
counting,How many cookies can be seen?,Answer:,Answer with one word: How many cookies can be seen? How many cookies can be seen? Answer:,2,"[""How"", ""Many"", ""Yes"", ""There""]",How,http://images.cocodataset.org/train2014/COCO_train2014_000000000009.jpg
counting,How many girls are visible?,Answer:,Answer with one word: How many girls are visible? How many girls are visible? Answer:,2,"[""Yes"", ""There"", ""More"", ""Many""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393493.jpg
counting,How many colors are in the tile?,Answer:,Answer with one word: How many colors are in the tile? How many colors are in the tile? Answer:,1,"[""Many"", ""White"", ""Gray"", ""Two""]",Many,http://images.cocodataset.org/train2014/COCO_train2014_000000131351.jpg
counting,How many people are standing next to each other?,Answer:,Answer with one word: How many people are standing next to each other? How many people are standing next to each other? Answer:,4,"[""How"", ""Four"", ""Yes"", ""Three""]",How,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg
counting,How many rackets?,Answer:,Answer with one word: How many rackets? How many rackets? Answer:,8,"[""How"", ""There"", ""Yes"", ""Many""]",How,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg
counting,How many people are in this photo?,Answer:,Answer with one word: How many people are in this photo? How many people are in this photo? Answer:,4,"[""How"", ""There"", ""Yes"", ""Four""]",How,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg
counting,How many girls are in the picture?,Answer:,Answer with one word: How many girls are in the picture? How many girls are in the picture? Answer:,4,"[""There"", ""How"", ""Four"", ""Yes""]",There,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg
counting,How many people don't have a skateboard?,Answer:,Answer with one word: How many people don't have a skateboard? How many people don't have a skateboard? Answer:,4,"[""All"", ""How"", ""Many"", ""all""]",All,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg
counting,How many of the four main individuals are wearing baseball caps?,Answer:,Answer with one word: How many of the four main individuals are wearing baseball caps? How many of the four main individuals are wearing baseball caps? Answer:,0,"[""None"", ""All"", ""How"", ""Not""]",None,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg
counting,How many racquets?,Answer:,Answer with one word: How many racquets? How many racquets? Answer:,8,"[""How"", ""There"", ""Yes"", ""What""]",How,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg
counting,How many legs are in the image?,Answer:,Answer with one word: How many legs are in the image? How many legs are in the image? Answer:,8,"[""How"", ""There"", ""Yes"", ""Many""]",How,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg
counting,How many passengers does this bus carry?,Answer:,Answer with one word: How many passengers does this bus carry? How many passengers does this bus carry? Answer:,30,"[""Many"", ""How"", ""More"", ""This""]",Many,http://images.cocodataset.org/train2014/COCO_train2014_000000262442.jpg
counting,How many open umbrellas are there on the beach?,Answer:,Answer with one word: How many open umbrellas are there on the beach? How many open umbrellas are there on the beach? Answer:,3,"[""There"", ""How"", ""Yes"", ""Two""]",There,http://images.cocodataset.org/train2014/COCO_train2014_000000131374.jpg
counting,How many umbrellas do you see?,Answer:,Answer with one word: How many umbrellas do you see? How many umbrellas do you see? Answer:,3,"[""Many"", ""There"", ""Several"", ""Yes""]",Many,http://images.cocodataset.org/train2014/COCO_train2014_000000131374.jpg
counting,How many striped objects are in the photo?,Answer:,Answer with one word: How many striped objects are in the photo? How many striped objects are in the photo? Answer:,4,"[""There"", ""Many"", ""Several"", ""Yes""]",There,http://images.cocodataset.org/train2014/COCO_train2014_000000131374.jpg
location,Where is the giraffe?,Answer:,Answer with one word: Where is the giraffe? Where is the giraffe? Answer:,near tree,"[""Tree"", ""Where"", ""Out"", ""Forest""]",Tree,http://images.cocodataset.org/train2014/COCO_train2014_000000000025.jpg
location,Where are the two blue coolers?,Answer:,Answer with one word: Where are the two blue coolers? Where are the two blue coolers? Answer:,left,"[""Left"", ""Right"", ""Under"", ""Middle""]",Left,http://images.cocodataset.org/train2014/COCO_train2014_000000262172.jpg
location,Where are the trucks?,Answer:,Answer with one word: Where are the trucks? Where are the trucks? Answer:,dock,"[""Park"", ""Road"", ""Out"", ""Where""]",Park,http://images.cocodataset.org/train2014/COCO_train2014_000000262184.jpg
location,Where is Brooklyn Avenue?,Answer:,Answer with one word: Where is Brooklyn Avenue? Where is Brooklyn Avenue? Answer:,bottom,"[""Brook"", ""Where"", ""Here"", ""Right""]",Brook,http://images.cocodataset.org/train2014/COCO_train2014_000000131126.jpg
location,Where is the bird?,Answer:,Answer with one word: Where is the bird? Where is the bird? Answer:,on cliff,"[""Rock"", ""Mountain"", ""Bird"", ""Top""]",Rock,http://images.cocodataset.org/train2014/COCO_train2014_000000262201.jpg
location,Where is the mirror?,Answer:,Answer with one word: Where is the mirror? Where is the mirror? Answer:,wall,"[""Wall"", ""Right"", ""Mir"", ""Left""]",Wall,http://images.cocodataset.org/train2014/COCO_train2014_000000262207.jpg
location,Where is the sink located?,Answer:,Answer with one word: Where is the sink located? Where is the sink located? Answer:,bathroom,"[""Bath"", ""Left"", ""Under"", ""In""]",Bath,http://images.cocodataset.org/train2014/COCO_train2014_000000393291.jpg
location,Where is the soap?,Answer:,Answer with one word: Where is the soap? Where is the soap? Answer:,shower,"[""Left"", ""Bath"", ""Under"", ""S""]",Left,http://images.cocodataset.org/train2014/COCO_train2014_000000393291.jpg
location,Where is the human?,Answer:,Answer with one word: Where is the human? Where is the human? Answer:,on top of hill,"[""Top"", ""Hill"", ""Background"", ""Mountain""]",Top,http://images.cocodataset.org/train2014/COCO_train2014_000000524375.jpg
location,Where is the light coming from?,Answer:,Answer with one word: Where is the light coming from? Where is the light coming from? Answer:,window,"[""Light"", ""Window"", ""Left"", ""Bath""]",Light,http://images.cocodataset.org/train2014/COCO_train2014_000000262159.jpg
location,Where is the television?,Answer:,Answer with one word: Where is the television? Where is the television? Answer:,wall,"[""Living"", ""Wall"", ""Again"", ""Left""]",Living,http://images.cocodataset.org/train2014/COCO_train2014_000000524386.jpg
location,Where is the street sign?,Answer:,Answer with one word: Where is the street sign? Where is the street sign? Answer:,pole,"[""Street"", ""Inter"", ""Side"", ""Yes""]",Street,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg
location,Where are the women walking?,Answer:,Answer with one word: Where are the women walking? Where are the women walking? Answer:,crosswalk,"[""Side"", ""Street"", ""Cross"", ""Where""]",Side,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg
location,Where is the woman standing?,Answer:,Answer with one word: Where is the woman standing? Where is the woman standing? Answer:,crosswalk,"[""Side"", ""Street"", ""Cross"", ""Inter""]",Side,http://images.cocodataset.org/train2014/COCO_train2014_000000393317.jpg
location,Where was this shot at?,Answer:,Answer with one word: Where was this shot at? Where was this shot at? Answer:,florist,"[""Store"", ""Flor"", ""Display"", ""Flow""]",Store,http://images.cocodataset.org/train2014/COCO_train2014_000000262283.jpg
location,Where is the cupcake?,Answer:,Answer with one word: Where is the cupcake? Where is the cupcake? Answer:,plate,"[""Table"", ""Des"", ""Right"", ""Yes""]",Table,http://images.cocodataset.org/train2014/COCO_train2014_000000393375.jpg
location,Where was this picture taken?,Answer:,Answer with one word: Where was this picture taken? Where was this picture taken? Answer:,parking lot,"[""Airport"", ""Beach"", ""Park"", ""Pav""]",Airport,http://images.cocodataset.org/train2014/COCO_train2014_000000393384.jpg
location,Where is the laptop?,Answer:,Answer with one word: Where is the laptop? Where is the laptop? Answer:,on table,"[""Table"", ""Des"", ""Under"", ""Yes""]",Table,http://images.cocodataset.org/train2014/COCO_train2014_000000137918.jpg
location,Where are the two upside down glasses?,Answer:,Answer with one word: Where are the two upside down glasses? Where are the two upside down glasses? Answer:,nightstand,"[""Table"", ""Bed"", ""Under"", ""Right""]",Table,http://images.cocodataset.org/train2014/COCO_train2014_000000393394.jpg
location,Where is the open door?,Answer:,Answer with one word: Where is the open door? Where is the open door? Answer:,nowhere,"[""Bus"", ""Left"", ""Now"", ""Front""]",Bus,http://images.cocodataset.org/train2014/COCO_train2014_000000393403.jpg
location,Where are the buns?,Answer:,Answer with one word: Where are the buns? Where are the buns? Answer:,by plates,"[""Table"", ""Under"", ""Now"", ""Left""]",Table,http://images.cocodataset.org/train2014/COCO_train2014_000000524486.jpg
location,Where is the table lamp?,Answer:,Answer with one word: Where is the table lamp? Where is the table lamp? Answer:,on table,"[""Table"", ""Left"", ""Next"", ""Again""]",Table,http://images.cocodataset.org/train2014/COCO_train2014_000000448671.jpg
location,Where is the cup?,Answer:,Answer with one word: Where is the cup? Where is the cup? Answer:,on table,"[""Table"", ""Left"", ""Under"", ""Right""]",Table,http://images.cocodataset.org/train2014/COCO_train2014_000000393428.jpg
location,Where do you think all these are located?,Answer:,Answer with one word: Where do you think all these are located? Where do you think all these are located? Answer:,restaurant,"[""Hotel"", ""Table"", ""Rest"", ""Inside""]",Hotel,http://images.cocodataset.org/train2014/COCO_train2014_000000262359.jpg
location,Where is the room?,Answer:,Answer with one word: Where is the room? Where is the room? Answer:,restaurant,"[""Hotel"", ""Inside"", ""Out"", ""Ind""]",Hotel,http://images.cocodataset.org/train2014/COCO_train2014_000000262359.jpg
location,Where is the cat?,Answer:,Answer with one word: Where is the cat? Where is the cat? Answer:,bed,"[""Bed"", ""Where"", ""Window"", ""Cat""]",Bed,http://images.cocodataset.org/train2014/COCO_train2014_000000393432.jpg
location,Where is number 8?,Answer:,Answer with one word: Where is number 8? Where is number 8? Answer:,left,"[""Right"", ""Now"", ""Left"", ""Number""]",Right,http://images.cocodataset.org/train2014/COCO_train2014_000000524557.jpg
location,Where is the shower located?,Answer:,Answer with one word: Where is the shower located? Where is the shower located? Answer:,in bathroom,"[""Bath"", ""Left"", ""Right"", ""Next""]",Bath,http://images.cocodataset.org/train2014/COCO_train2014_000000546179.jpg
location,Where is the cat sitting?,Answer:,Answer with one word: Where is the cat sitting? Where is the cat sitting? Answer:,stump,"[""Log"", ""Tree"", ""Wood"", ""Ben""]",Log,http://images.cocodataset.org/train2014/COCO_train2014_000000524572.jpg
location,Where is this?,Answer:,Answer with one word: Where is this? Where is this? Answer:,beach,"[""Beach"", ""Ocean"", ""Sea"", ""Where""]",Beach,http://images.cocodataset.org/train2014/COCO_train2014_000000131373.jpg
reasoning,Why is the man on the street?,Answer:,Answer with one word: Why is the man on the street? Why is the man on the street? Answer:,homeless,"[""Yes"", ""Hom"", ""Because"", ""Why""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524314.jpg
reasoning,Why are the birds only appearing as black silhouettes?,Answer:,Answer with one word: Why are the birds only appearing as black silhouettes? Why are the birds only appearing as black silhouettes? Answer:,shadows,"[""They"", ""Sun"", ""Because"", ""Light""]",They,http://images.cocodataset.org/train2014/COCO_train2014_000000262260.jpg
reasoning,Why are there so many clothes on the bed?,Answer:,Answer with one word: Why are there so many clothes on the bed? Why are there so many clothes on the bed? Answer:,laundry,"[""She"", ""Yes"", ""Because"", ""Pack""]",She,http://images.cocodataset.org/train2014/COCO_train2014_000000131208.jpg
reasoning,Why is the man cooking so many hot dogs?,Answer:,Answer with one word: Why is the man cooking so many hot dogs? Why is the man cooking so many hot dogs? Answer:,party,"[""Party"", ""Because"", ""Yes"", ""Why""]",Party,http://images.cocodataset.org/train2014/COCO_train2014_000000524486.jpg
reasoning,Why is the girl holding an umbrella?,Answer:,Answer with one word: Why is the girl holding an umbrella? Why is the girl holding an umbrella? Answer:,sun,"[""She"", ""Yes"", ""Sun"", ""Because""]",She,http://images.cocodataset.org/train2014/COCO_train2014_000000000036.jpg
reasoning,Why would someone not like the fruit at the front?,Answer:,Answer with one word: Why would someone not like the fruit at the front? Why would someone not like the fruit at the front? Answer:,they don't like oranges,"[""Because"", ""They"", ""Orange"", ""Yes""]",Because,http://images.cocodataset.org/train2014/COCO_train2014_000000039288.jpg
reasoning,Why is the top light on?,Answer:,Answer with one word: Why is the top light on? Why is the top light on? Answer:,to stop traffic,"[""Red"", ""Sun"", ""Yes"", ""Tra""]",Red,http://images.cocodataset.org/train2014/COCO_train2014_000000524520.jpg
reasoning,Why is the man in mid-air?,Answer:,Answer with one word: Why is the man in mid-air? Why is the man in mid-air? Answer:,snowboarding,"[""Snow"", ""Yes"", ""Because"", ""Why""]",Snow,http://images.cocodataset.org/train2014/COCO_train2014_000000524547.jpg
classification,What kind of room is this?,Answer:,Answer with one word: What kind of room is this? What kind of room is this? Answer:,living room,"[""Living"", ""Bed"", ""Play"", ""Office""]",Living,http://images.cocodataset.org/train2014/COCO_train2014_000000262172.jpg
classification,What kind of trees are on the table?,Answer:,Answer with one word: What kind of trees are on the table? What kind of trees are on the table? Answer:,christmas,"[""Christmas"", ""Ever"", ""Dec"", ""Fir""]",Christmas,http://images.cocodataset.org/train2014/COCO_train2014_000000458763.jpg
classification,What kind of food is shown?,Answer:,Answer with one word: What kind of food is shown? What kind of food is shown? Answer:,hot dog,"[""Hot"", ""Sand"", ""Veg"", ""American""]",Hot,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg
